,Place Name,ID_Field,Latitude,Longitude,Rating,Tags,Business,Phone,Address,price_level,rating,Website
10,Bar do Mineiro,ChIJp3p_CbS4uZQRwC7NShYMH3g,-21.2037737,-47.7787513,4.6,"['bar', 'point_of_interest', 'establishment']",Bar do Mineiro,(16) 98821-0313,"Av. Costábile Romano, 2302 - Ribeirânia, Ribeirão Preto - SP, 14096-275, Brazil",1.0,4.6,http://www.facebook.com/MineiroUnaerp
11,Dona Sudaria,ChIJA0Ch8cy-uZQRLD0fpM2QFQw,-21.2094253,-47.8165098,4.7,"['restaurant', 'point_of_interest', 'food', 'establishment']",Dona Sudaria,(16) 3234-3235,"Av. Braz Olaia Acosta, 400 - Jardim California, Ribeirão Preto - SP, 14026-040, Brazil",2.0,4.7,https://www.facebook.com/Dona-Sudaria-1701862220046043/
12,Mineiro Bebidas,ChIJC5xlt--_uZQRfv5tkH2kwDw,-21.1440293,-47.8070838,4.8,"['bar', 'point_of_interest', 'establishment']",,,,,,
13,Marmitaria Sabor Mineiro,ChIJuXoS0Uq_uZQRF-1r5nYAWNw,-21.1540693,-47.83493540000001,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",,,,,,
14,Marmitaria Sabor Mineiro,ChIJrekjkSXBuZQRP8Fm5auD8tE,-21.1318541,-47.7462563,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']",,,,,,
15,Mineiro da Barão Marmitaria e Restaurante,ChIJBZQCraC_uZQRIJ17QL5D-VE,-21.1907246,-47.8194183,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",,,,,,
16,Cabana Mineira,ChIJx_Q276e_uZQR1n7erMsxgWM,-21.18241,-47.7934384,4.9,"['point_of_interest', 'store', 'food', 'establishment']",,,,,,
17,Mineiros Hamburgueria Artesanal,ChIJ8Vmu0f2VuZQRuVTTY6ECt2U,-21.1571293,-47.80275109999999,4.5,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",,,,,,
18,Bistrô - Padaria e Choperia Dus Mineiros,ChIJPZMDRDy_uZQR3-wRGfrCEcE,-21.186231,-47.789559,4.4,"['bakery', 'bar', 'point_of_interest', 'store', 'food', 'establishment']",,,,,,
19,Bar do Mineiro,ChIJM0krwcnAuZQRDam0e5elfr0,-21.1824249,-47.7429971,4.7,"['bar', 'point_of_interest', 'establishment']",,,,,,
20,Bar E Mercearia Do Mineiro,ChIJkb8Zg5PAuZQR-E0-9t325ow,-21.1653311,-47.74669859999999,0.0,"['bar', 'point_of_interest', 'establishment']",,,,,,
21,Império Mineiro. Queijos Castanhas Pimentas Doces,ChIJmbtu1Za5uZQRrG99BWQVQNo,-21.2028585,-47.794537,4.4,"['food', 'point_of_interest', 'store', 'establishment']",,,,,,
22,salão do mineiro,ChIJybakYyq_uZQRWlh5RwpSe0Q,-21.2073365,-47.8007447,4.8,"['hair_care', 'point_of_interest', 'establishment']",,,,,,
23,Auto Peças Mineiro,ChIJ9b2LGom-uZQRy4WEnedtvJk,-21.179971,-47.8298384,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",,,,,,
24,Restaurante Delícias de Minas,ChIJuQAyWOW-uZQRi-lmP1SbxAs,-21.1818397,-47.8128907,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,
25,Caldo Mineiro,ChIJAxdFewaWuZQRcLC8mmG53wY,-21.1360975,-47.8470197,4.6,"['bar', 'point_of_interest', 'establishment']",,,,,,
26,"Pão de Queijo Pão Mineiro,",ChIJFZtUw1W_uZQRDxPW6_SqY88,-21.1822953,-47.7655123,4.5,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",,,,,,
27,Deposito Mineiro,ChIJRQCTyLy_uZQRN7xNrSFk7iY,-21.1441899,-47.807223,4.0,"['storage', 'point_of_interest', 'establishment']",,,,,,
28,Empório do mineiro,ChIJzQApli7BuZQRj-XJ28lGYtw,-21.183828,-47.7497473,5.0,"['point_of_interest', 'establishment']",,,,,,
29,Restaurante Quero Mais,ChIJR6KNmhW-uZQRklGmFd_4MYs,-21.1527314,-47.8237688,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,
30,Mercearia E Bebidas Mineiro,ChIJiY42Syq-uZQRPN9yKtaIn6g,-21.1336982,-47.8067652,4.9,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",,,,,,
31,Sitio Mineiro,ChIJJ4OJsw-_uZQRw9eouTjhe_4,-21.1895007,-47.8185734,5.0,"['food', 'point_of_interest', 'store', 'establishment']",,,,,,
32,Auto Mecânica Mineiro,ChIJFRfg2CO_uZQRUtp3nNd-tzQ,-21.1896469,-47.79823649999999,4.7,"['car_repair', 'point_of_interest', 'establishment']",,,,,,
33,Mineiro Cortes e Temperados,ChIJSS0QjofBuZQRLWodxXptoT0,-21.1379665,-47.7341782,5.0,"['food', 'point_of_interest', 'store', 'establishment']",,,,,,
34,Restaurante Toca do Esquilo - Esquilão,ChIJw5fBkPy-uZQRFJG7jAuJlj8,-21.1781375,-47.8076636,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",Restaurante Toca do Esquilo - Esquilão,(16) 3236-0168,"R. Cerqueira César, 540 - Centro, Ribeirão Preto - SP, 14010-130, Brazil",2.0,4.7,http://restaurantetocadoesquilo.com.br/
35,Cantina Uniao,ChIJBZ1UMISVuZQRLXqS2815M5c,-21.1266984,-47.810253,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,
36,Uai di mineiro,ChIJydiibLTBuZQREwflAXWgi08,-21.1856735,-47.7492736,0.0,"['food', 'point_of_interest', 'store', 'establishment']",,,,,,
37,Cantinho de Minas Empório Mineiro,ChIJz-9fbICVuZQRJq9R3qf5_eo,-21.1161919,-47.7919985,4.7,"['food', 'point_of_interest', 'store', 'establishment']",,,,,,
38,Quintal Mineiro buffet/eventos,ChIJ6WpnC3m_uZQRoJPQ3d_9lcU,-21.1876683,-47.8263261,5.0,"['point_of_interest', 'establishment']",,,,,,
39,Borracharia Do Mineiro,ChIJ3ThqFvW_uZQRMOP_BVRv078,-21.1417748,-47.7829962,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",,,,,,
40,Borracharia do Mineiro / Ipiranga - Ribeirão Preto,ChIJrdPD7YWVuZQRs3sfZRpBLu8,-21.1309135,-47.8136526,5.0,"['car_repair', 'point_of_interest', 'store', 'establishment']",,,,,,
41,Depósito de Bebidas do Mineiro,ChIJBwDtQJm-uZQRZduHLVRpGVw,-21.1946224,-47.8367332,4.5,"['storage', 'point_of_interest', 'establishment']",,,,,,
42,Empório recanto mineiro,ChIJy7gfITy5uZQRyy7j7NO0lbs,-21.2139848,-47.8229812,5.0,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",,,,,,
43,Auto mecanica mineiro,ChIJjfJbLbq-uZQRdfK355QbIAo,-21.2028972,-47.8285212,4.5,"['car_repair', 'point_of_interest', 'establishment']",,,,,,
44,Arte Mineira,ChIJ2yqUuFXHuZQRTGJor4Zzo6A,-21.2225837,-47.7617149,4.7,"['food', 'point_of_interest', 'establishment']",,,,,,
45,Salão do Mineiro,ChIJ_2rc1v7HuZQRnSJMX9bTljM,-21.1897394,-47.7373737,4.3,"['hair_care', 'point_of_interest', 'establishment']",,,,,,
46,Restaurante Dupla Face,ChIJC_IqE0u_uZQRhz0iOzEP0KA,-21.1951844,-47.7782452,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",Restaurante Dupla Face,(16) 3967-2242,"R. Alfredo Benzoni, 183 - Iguatemi, Ribeirão Preto - SP, 14091-520, Brazil",1.0,4.4,https://www.facebook.com/Restaurante-DUPLA-FACE-295147517332775/
47,Divino Fogão - Santa Ursula,ChIJy68bgeS-uZQR8XZZQoSG2TQ,-21.1821169,-47.80836499999999,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",Divino Fogão - Santa Ursula,(11) 3811-1560,"Shopping Santa Úrsula - R. São José, 933 - 326 - Centro, Ribeirão Preto - SP, 14010-160, Brazil",2.0,4.2,http://www.divinofogao.com.br/
48,"Rib Minas Alimentação Marmitex R$13,50",ChIJWe3caPC9uZQRlRs9aPOxWK0,-21.108322,-47.83277140000001,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,
49,Empório Mineiro Rei do Café,ChIJI50Y9KO_uZQRjx-KqBrXvcw,-21.2052738,-47.8004775,5.0,"['storage', 'cafe', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",,,,,,
50,Empório S'tilo Mineiro,ChIJQVYBiXa5uZQRGFDss_gOZ44,-21.2088462,-47.8019772,5.0,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",,,,,,
51,Borracharia do Mineiro,ChIJe9FCWby_uZQRwamcBM83BR8,-21.2054147,-47.8364462,5.0,"['car_repair', 'point_of_interest', 'establishment']",,,,,,
52,Tenda Mineira,ChIJMxQKMYq_uZQRl1mNrxn925M,-21.1418484,-47.76575769999999,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,
53,Retifica Mineiros,ChIJ5ShPfW2_uZQRIudC25Fol6E,-21.161219,-47.7954499,5.0,"['car_repair', 'point_of_interest', 'establishment']",,,,,,
54,Mineiro Moto Taxi,ChIJ6yCJRoW_uZQRiLsaorEkAz4,-21.138938,-47.82380329999999,5.0,"['taxi_stand', 'point_of_interest', 'establishment']",,,,,,
55,Indústria e Comércio de Calhas Mineira Ltda,ChIJ_xcDZXK-uZQRs64YILRgx0M,-21.1617156,-47.8335817,4.0,"['general_contractor', 'point_of_interest', 'store', 'establishment']",,,,,,
56,Empório Minas,ChIJjxv9Qp-_uZQRRNRMG5QCEhI,-21.1737538,-47.8131064,0.0,"['store', 'point_of_interest', 'establishment']",,,,,,
57,Vimerson Mineiro - Gestor Imobiliário - CRECI: 97.447-F - RE/MAX Rede We,ChIJQTYrumy_uZQRFNctgM7l7og,-21.1973781,-47.8129928,0.0,"['point_of_interest', 'establishment']",,,,,,
58,Lá Di Minas,ChIJ-fQbA02-uZQR3-0g3_QGgWc,-21.1573451,-47.805229,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,
59,Tirza Goulart- Artesanato Mineiro,ChIJxdHTJs-_uZQRvCjo8t-PRrY,-21.1795485,-47.7979265,5.0,"['point_of_interest', 'establishment']",,,,,,
